country,region,happiness_rank,happiness_score,standard_error,gdp_per_capita,social_support,healthy_life_expectancy,freedom,corruption_perception,generosity,dystopia_residual,year,whisker_low,whisker_high,continent
Ethiopia,Sub-Saharan Africa,115,4.508,,0.29283,0.37932,0.34578,0.36703,0.1717,0.29522,2.65614,2016,4.425,4.591,Africa
South Africa,Sub-Saharan Africa,116,4.459,,1.02416,0.96053,0.18611,0.42483,0.08415,0.13656,1.64227,2016,4.371,4.547,Africa
Sri Lanka,Southern Asia,117,4.415,,0.97318,0.84783,0.62007,0.50817,0.07964,0.46978,0.91681,2016,4.322,4.508,Asia
India,Southern Asia,118,4.404,,0.74036,0.29247,0.45091,0.40285,0.08722,0.25028,2.18032,2016,4.351,4.457,Asia
Myanmar,Southeastern Asia,119,4.395,,0.34112,0.69981,0.3988,0.42692,0.20243,0.81971,1.50655,2016,4.327,4.463,Asia
Egypt,Middle East and Northern Africa,120,4.362,,0.95395,0.49813,0.52116,0.18847,0.10393,0.12706,1.96895,2016,4.259,4.465,Africa
Kenya,Sub-Saharan Africa,122,4.356,,0.52267,0.7624,0.30147,0.40576,0.06686,0.41328,1.88326,2016,4.259,4.453,Africa
Ghana,Sub-Saharan Africa,124,4.276,,0.63107,0.49353,0.29681,0.40973,0.0326,0.21203,2.2002,2016,4.185,4.367,Africa
Senegal,Sub-Saharan Africa,128,4.219,,0.44314,0.77416,0.40457,0.31056,0.11681,0.19103,1.97861,2016,4.151,4.287,Africa
Bulgaria,Central and Eastern Europe,129,4.217,,1.11306,0.92542,0.67806,0.21219,0.00615,0.12793,1.15377,2016,4.104,4.33,Europe
Mauritania,Sub-Saharan Africa,130,4.201,,0.61391,0.84142,0.28639,0.1268,0.17955,0.22686,1.9263,2016,4.127,4.275,Africa
Zimbabwe,Sub-Saharan Africa,131,4.193,,0.35041,0.71478,0.1595,0.25429,0.08582,0.18503,2.4427,2016,4.101,4.285,Africa
Malawi,Sub-Saharan Africa,132,4.156,,0.08709,0.147,0.29364,0.4143,0.07564,0.30968,2.82859,2016,4.041,4.271,Africa
Sudan,Sub-Saharan Africa,133,4.139,,0.63069,0.81928,0.29759,0.0,0.10039,0.18077,2.10995,2016,3.928,4.35,Africa
Gabon,Sub-Saharan Africa,134,4.121,,1.15851,0.72368,0.3494,0.28098,0.09314,0.06244,1.45332,2016,4.03,4.212,Africa
Mali,Sub-Saharan Africa,135,4.073,,0.31292,0.86333,0.16347,0.27544,0.13647,0.21064,2.11087,2016,3.988,4.158,Africa
Haiti,Latin America and Caribbean,136,4.028,,0.34097,0.29561,0.27494,0.12072,0.14476,0.47958,2.37116,2016,3.893,4.163,Americas
Botswana,Sub-Saharan Africa,137,3.974,,1.09426,0.89186,0.34752,0.44089,0.10769,0.12425,0.96741,2016,3.875,4.073,Africa
Comoros,Sub-Saharan Africa,138,3.956,,0.27509,0.60323,0.29981,0.15412,0.18437,0.1827,2.25632,2016,3.86,4.052,Africa
Cambodia,Southeastern Asia,140,3.907,,0.55604,0.5375,0.42494,0.58852,0.08092,0.40339,1.31573,2016,3.798,4.016,Asia
Angola,Sub-Saharan Africa,141,3.866,,0.84731,0.66366,0.04991,0.00589,0.08434,0.12071,2.09459,2016,3.753,3.979,Africa
Niger,Sub-Saharan Africa,142,3.856,,0.1327,0.6053,0.26162,0.38041,0.17176,0.2097,2.09469,2016,3.781,3.931,Africa
Chad,Sub-Saharan Africa,144,3.763,,0.42214,0.63178,0.03824,0.12807,0.04952,0.18667,2.30637,2016,3.672,3.854,Africa
Burkina Faso,Sub-Saharan Africa,145,3.739,,0.31995,0.63054,0.21297,0.3337,0.12533,0.24353,1.87319,2016,3.647,3.831,Africa
Uganda,Sub-Saharan Africa,145,3.739,,0.34719,0.90981,0.19625,0.43653,0.06442,0.27102,1.51416,2016,3.629,3.849,Africa
